"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Fruit","Operation","Product Type","Product Details","Domain","Chemical_Info","Chemical_Product_Number","Value","CV (%)","Measurement","Acre_Info","Organic_Status","Fertilizer_Status"
"11932","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","BT KURSTAKI SA-12","6518",NA,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11933","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","CAPRIC ACID","128955",NA,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11934","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","CAPRYLIC ACID","128919",NA,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11935","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","CHLOROPICRIN","81501",236.901,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11936","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","DICHLOROPROPENE","29001",83.195,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11937","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","FLUTRIAFOL","128940",0.113,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11938","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","GLIOCLADIUM VIRENS","129000",NA,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11939","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","IRON PHOSPHATE","34903",NA,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11940","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","METALDEHYDE","53001",NA,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11941","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","METAM-POTASSIUM","39002",NA,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11942","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","METAM-SODIUM","39003",NA,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11943","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","PAECILOMYCES FUMOSOR","115002",NA,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11944","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","POTASSIUM SILICATE","72606",NA,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11945","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, OTHER","REYNOUTRIA SACHALINE","55809",0.226,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,NA
"11946","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","FERTILIZER",NA,NA,18,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,"(NITROGEN)"
"11947","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","FERTILIZER",NA,NA,15,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,"(PHOSPHATE)"
"11948","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","FERTILIZER",NA,NA,24,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,"(POTASH)"
"11949","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","FERTILIZER",NA,NA,9,NA,"MEASURED IN LB / ACRE / APPLICATION",NA,NA,"(SULFUR)"
"11950","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","AZOXYSTROBIN","128810",0.298,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11951","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600","129082",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11952","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11953","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","BACILLUS PUMILUS","6485",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11954","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","BACILLUS SUBTILIS","6479",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11955","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","BLAD","30006",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11956","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","BORAX DECAHYDRATE","11102",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11957","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","BOSCALID","128008",0.565,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11958","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","CAPTAN","81301",6.452,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11959","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","COPPER HYDROXIDE","23401",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11960","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","COPPER OCTANOATE","23306",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11961","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","CYFLUFENAMID","555550",0.026,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11962","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","CYPRODINIL","288202",0.461,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11963","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","DIFENOCONAZOLE","128847",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11964","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","FENHEXAMID","90209",1.005,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11965","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","FLUDIOXONIL","71503",0.307,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11966","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","FLUOPYRAM","80302",0.143,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11967","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","FLUXAPYROXAD","138009",0.217,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11968","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","FOSETYL-AL","123301",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11969","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","IPRODIONE","109801",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11970","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","ISOFETAMID","270000",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11971","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","MEFENOXAM","113502",0.711,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11972","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","MYCLOBUTANIL","128857",0.167,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11973","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","PENTHIOPYRAD","90112",0.402,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11974","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","POLYOXIN D ZINC SALT","230000",0.05,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11975","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","POTASSIUM BICARBON.","73508",3.52,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11976","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","PROPICONAZOLE","122101",0.221,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11977","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","PYRACLOSTROBIN","99100",0.305,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11978","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","PYRIMETHANIL","288201",0.762,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11979","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","QUINOLINE","55459",0.113,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11980","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","STREPTOMYCES LYDICUS","6327",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11981","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","SULFUR","77501",12.88,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11982","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","TETRACONAZOLE","120603",0.055,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11983","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","THIOPHANATE-METHYL","102001",0.827,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11984","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","THIRAM","79801",4.285,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11985","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","TRIFLOXYSTROBIN","129112",0.148,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11986","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, FUNGICIDE","TRIFLUMIZOLE","128879",0.396,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11987","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, HERBICIDE","FLUMIOXAZIN","129034",0.105,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11988","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, HERBICIDE","GLYPHOSATE ISO. SALT","103601",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11989","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, HERBICIDE","GLYPHOSATE POT. SALT","103613",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11990","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, HERBICIDE","NAPROPAMIDE","103001",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11991","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, HERBICIDE","OXYFLUORFEN","111601",0.355,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11992","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, HERBICIDE","PENDIMETHALIN","108501",1.944,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11993","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, HERBICIDE","SULFENTRAZONE","129081",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11994","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","ABAMECTIN","122804",0.027,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11995","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","ACEQUINOCYL","6329",0.364,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11996","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","ACETAMIPRID","99050",0.165,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11997","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","AZADIRACHTIN","121701",0.06,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11998","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","BIFENAZATE","586",0.645,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"11999","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","BIFENTHRIN","128825",0.163,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12000","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","BT KURSTAK ABTS-1857","6523",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12001","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","BT KURSTAKI ABTS-351","6522",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12002","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","BT KURSTAKI SA-11","6519",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12003","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","BT SUB AIZAWAI GC-91","6426",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12004","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","BUPROFEZIN","275100",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12005","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA","6534",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12006","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","CARBARYL","56801",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12007","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","CHLORANTRANILIPROLE","90100",0.084,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12008","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","CHLORPYRIFOS","59101",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12009","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12010","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","CYANTRANILIPROLE","90098",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12011","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","CYFLUMETOFEN","138831",0.24,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12012","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","DIAZINON","57801",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12013","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","EMAMECTIN BENZOATE","122806",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12014","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","ETOXAZOLE","107091",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12015","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","FENBUTATIN-OXIDE","104601",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12016","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","FENPROPATHRIN","127901",0.397,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12017","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","FENPYROXIMATE","129131",0.128,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12018","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","FLONICAMID","128016",0.105,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12019","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","FLUPYRADIFURONE","122304",0.234,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12020","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","HEXYTHIAZOX","128849",0.212,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12021","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","IMIDACLOPRID","129099",0.63,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12022","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","LAMBDA-CYHALOTHRIN","128897",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12023","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","MALATHION","57701",3.062,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12024","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","METHOXYFENOZIDE","121027",0.214,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12025","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","NALED","34401",1.091,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12026","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","NEEM OIL","25006",NA,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
"12027","SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,NA,NA,NA,NA,"STRAWBERRIES",NA,"BEARING","APPLICATIONS","CHEMICAL, INSECTICIDE","NEEM OIL, CLAR. HYD.","25007",10.762,NA,"MEASURED IN LB / ACRE / YEAR",NA,NA,NA
